Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,How did you first hear about the Louisiana SPCA Community Clinic,,,,,,What services did you receive?,,How likely are you to use the Community Clinic again?,,,,,Additional feedback
10503765207,212328902,2/1/2019 9:38,2/1/2019 9:39,,,,,,,Jefferson Parish website for spay/neuter grant,Spay/Neuter,,Extremely likely,,,,,"I used to come to the clinic on Japonica Street, but was not aware that this service was available again.  "
10502685177,212328902,1/31/2019 21:23,1/31/2019 21:23,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10500215250,212328902,1/30/2019 22:38,1/30/2019 22:39,,,,,,From a friend,,Spay/Neuter,,,,,Not so likely,,
10500072657,212328902,1/30/2019 20:32,1/30/2019 20:33,,,,,,From a friend,,Spay/Neuter,,,,Somewhat likely,,,When my puppy went there on the 10th he came back with bad kennel cough and transferred it to 3 other dogs. 
10499981325,212328902,1/30/2019 18:58,1/30/2019 19:19,,,Google,Social media,In the news,From a friend,,Spay/Neuter,,,Very likely,,,,
10499962545,212328902,1/30/2019 19:03,1/30/2019 19:04,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,You guys are awesome!!
10499638614,212328902,1/30/2019 15:41,1/30/2019 15:42,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Everyone was very nice
10499406955,212328902,1/30/2019 13:56,1/30/2019 13:59,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,Very likely,,,,
10497515982,212328902,1/29/2019 19:47,1/29/2019 19:49,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,I brought my Bentley there for the first time and he was treated like the king that he is the staff was very knowledgeable friendly and caring to my Bently.
10495146588,212328902,1/28/2019 22:05,1/28/2019 22:07,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10493807271,212328902,1/28/2019 10:23,1/28/2019 10:25,,,,,,,NEWS PAPER,Spay/Neuter,,,,Somewhat likely,,,It would be helpful to have someone to call if you have questions/concerns about the healing process.
10492222401,212328902,1/27/2019 10:01,1/27/2019 10:03,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,"i was very satisfied with her check-up and treatment, every1 was so kind  ty"
10491293241,212328902,1/26/2019 9:45,1/26/2019 9:49,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,What a blessing the Louisiana SPCA is to the people who love animals! They do so much for us to control the kitten population in the feral cat community. Truly special people!
10490719560,212328902,1/25/2019 20:09,1/25/2019 20:10,,,Google,,,,,Wellness exam,,Extremely likely,,,,,Could have better communication on what to bring when coming to your first appointment with them after adopting.
10490699700,212328902,1/25/2019 19:48,1/25/2019 19:49,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,Very friendly people and an extremely clean environment 
10488463419,212328902,1/24/2019 19:39,1/24/2019 19:40,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,It was a great experience! Very clean and professional!
10488352176,212328902,1/24/2019 18:19,1/24/2019 18:19,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,I had a great experience!
10486742569,212328902,1/24/2019 5:58,1/24/2019 6:00,,,,,,,I just know about the SPCA,Wellness exam,,Extremely likely,,,,,
10486034829,212328902,1/23/2019 19:54,1/23/2019 19:55,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,N/a
10483634446,212328902,1/22/2019 22:27,1/22/2019 22:27,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,
10478778289,212328902,1/20/2019 18:20,1/20/2019 18:20,,,,,In the news,,,Wellness exam,,Extremely likely,,,,,
10478676291,212328902,1/20/2019 15:58,1/20/2019 15:59,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,
10473524583,212328902,1/17/2019 11:45,1/17/2019 11:45,,,,,,From a friend,,TNR,,Extremely likely,,,,,"Very nice facility, professional staff."
10472160557,212328902,1/16/2019 22:47,1/16/2019 22:49,,,,,,,I went to SPCA TNR class.,TNR,,Extremely likely,,,,,
10469793195,212328902,1/16/2019 4:24,1/16/2019 4:33,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,"Before the day of the procedure, I received email and text notifications request that I bring my pet in at 7:30am the day of the procedure; however, when I arrived, I had to wait in the parking lot until nearly 8am when the doors were finally unlocked, along with several other pet owners who were also told to arrive at the same time, and equally puzzled and distressed as my pet and I as it was very, very cold. If the doors are not to be opened until 8am, then that seems to be the appropriate arrival time to request of customers."
10469156520,212328902,1/15/2019 20:34,1/15/2019 20:34,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,Wonderful service! 
10469055460,212328902,1/15/2019 19:26,1/15/2019 19:32,,,,,,,Native New Orleanian,Wellness exam,,Extremely likely,,,,,"It would be nice if the entire staff would be on one Accord, I was told that Buddy would receive more services then he did, which I thought would have been a bit much for such a young little guy all in one visit, nutured and puppy shots, but that's what I was told, otherwise I could have just made the appointments separate, but the words were my biggest concern and that was dealt with and he seems to be just fine today, full of play! The young woman that explained things to me was great! Thanks! Buddy will be back next month!"
10469021621,212328902,1/15/2019 19:11,1/15/2019 19:12,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Thanks for providing your valuable services to our community!
10466956128,212328902,1/15/2019 4:21,1/15/2019 4:22,,,,,,From a friend,,Heartworm treatment,,Extremely likely,,,,,Everyone has been absolutely fantastic and most helpful. 
10464949166,212328902,1/14/2019 9:11,1/14/2019 9:13,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Plus flea treatment an one shot was due,Extremely likely,,,,,Very clean an everyone was very helpful.
10464030415,212328902,1/13/2019 19:54,1/13/2019 19:56,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,They did a very good job Shadows stitches look great 
10463953494,212328902,1/13/2019 18:22,1/13/2019 18:23,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10463484171,212328902,1/13/2019 8:07,1/13/2019 8:07,,Adopted from Louisiana SPCA,Google,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10462719731,212328902,1/12/2019 12:09,1/12/2019 12:12,,,,,,From a friend,,Other (please specify),adoption booster shot,,,Somewhat likely,,,"Thank you all for great service!  We're thrilled to have adopted Slade at the LA SPCA, and grateful for all the early care you gave him.  "
10462426135,212328902,1/12/2019 6:49,1/12/2019 6:50,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10462196671,212328902,1/12/2019 0:10,1/12/2019 0:12,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,"Would’ve been nice to get a phone call afterwards, stating “it went well.” Or something along those lines. An email would’ve suffice, just to know how things went. "
10462189389,212328902,1/11/2019 23:58,1/11/2019 23:59,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10462066725,212328902,1/11/2019 20:57,1/11/2019 20:58,,,,,,,Shelter,Spay/Neuter,,Extremely likely,,,,,Excellent job on all my animals. 
10461956048,212328902,1/11/2019 19:02,1/11/2019 19:04,,,,,,,Family ,Spay/Neuter,,Extremely likely,,,,,
10459999219,212328902,1/10/2019 21:23,1/10/2019 21:25,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,Somewhat likely,,,"Vet tech was knowledgeable and friendly. Vet wasn't as clear (liked to monologue), but gave good care. Both answered all my questions. Front desk staff was great"
10459969361,212328902,1/10/2019 20:55,1/10/2019 20:55,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10459866891,212328902,1/10/2019 19:26,1/10/2019 19:27,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Y’all were great. Thank you
10456572392,212328902,1/9/2019 11:26,1/9/2019 11:29,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10450566206,212328902,1/6/2019 10:30,1/6/2019 10:32,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,I was very satisfied with Sally's treatment. She's healing beautifully. Thank yall so much for taking great care of her 
10449263151,212328902,1/4/2019 18:46,1/4/2019 18:48,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,"the staff is very friendly l, the doctor and her nurse listened and answered my questions in their entirety. "
10444403736,212328902,1/1/2019 15:08,1/1/2019 15:09,,,,,,From a friend,,Other (please specify),dental counsel/ vacinnations,Extremely likely,,,,,
10442503775,212328902,12/29/2018 22:19,12/29/2018 22:20,,,,,,,I brought my previous pet here ,Spay/Neuter,,Extremely likely,,,,,
10437883848,212328902,12/25/2018 18:25,12/25/2018 18:25,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,No waiting! Loved that. 
10437146935,212328902,12/24/2018 11:03,12/24/2018 11:04,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10436338208,212328902,12/23/2018 11:11,12/23/2018 11:12,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,I waited for over an hour before being seen by even a tech. Wasn't very pleased by that at all.
10434980829,212328902,12/21/2018 18:31,12/21/2018 18:32,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,The staff was excellent I felt really comfortable 
10433497115,212328902,12/21/2018 0:59,12/21/2018 1:00,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Nice
10433120939,212328902,12/20/2018 18:33,12/20/2018 18:36,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,,,Not so likely,,"They mis-weighed my 14lb puppy and gave her too much medicine (I'm not sure what exactly) and she has been home for over 24 hours and is still lethargic. I understand that mistakes happen, but if you just look at my dog, you can tell she doesn't weigh over 30lbs. I'm hopeful that she will recover quickly and the staff was very kind and explained everything to me. So, I'm pleased with the way the mistake was handled, I just am upset that it happened. "
10430911338,212328902,12/19/2018 18:51,12/19/2018 18:53,,,,,,,Been knowing LSPCA for years,Spay/Neuter,,Extremely likely,,,,,
10430889578,212328902,12/19/2018 18:35,12/19/2018 18:37,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Great experience 
10430468973,212328902,12/19/2018 14:31,12/19/2018 14:32,,Adopted from Louisiana SPCA,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10428651024,212328902,12/19/2018 0:08,12/19/2018 0:10,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,The wait time was long considering I was early for the first of two same day appointments. 
10423163529,212328902,12/16/2018 21:47,12/16/2018 21:56,,,,,,,Been there before,Wellness exam,,Extremely likely,,,,,"I loved my experience at the SPCA. The facilities are beautiful and clean. I felt like I was in an exclusive animal healthcare facility. Loved being able to see all the kitties available for adoption when I walked in. And the staff are fabulous. They were all very kind, helpful and sweet to the animals in the waiting room and particularly my two baby shih tzus.  The vet tech explained everything my puppies were going to have done and she explained everything she was doing while she took care of my babies. The doctor was equally informative, kind and caring. We are SPCA fans for life. "
10423021911,212328902,12/16/2018 19:32,12/16/2018 19:33,,,,,,,Animal shelter,Spay/Neuter,,Extremely likely,,,,,
10422064525,212328902,12/15/2018 19:49,12/15/2018 19:53,,,,,,,A friend who volunteers at a non-euthanasia shelter in Thibodaux,Spay/Neuter,,Extremely likely,,,,,"I was nervous about getting an abandoned stray into a carrier to the animal shelter. But it was easier than I imagined, and the info. sheet was helpful."
10420909332,212328902,12/14/2018 18:43,12/14/2018 18:44,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10418412850,212328902,12/13/2018 18:45,12/13/2018 18:47,,,,,,,I called for info ,Heartworm treatment,,Extremely likely,,,,,The doctor was very understanding and they answered all my questions they also explained every thing 
10417438310,212328902,12/13/2018 11:13,12/13/2018 11:14,,,,Social media,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Great service and very nice people 
10417189901,212328902,12/13/2018 9:40,12/13/2018 9:42,,,,,,From a friend,Used SPCA before.,Spay/Neuter,,Extremely likely,,,,,Quick and easy.
10416987002,212328902,12/13/2018 8:24,12/13/2018 8:24,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10416138595,212328902,12/12/2018 22:49,12/12/2018 22:50,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Great job.  Very satisfied.  Thanks
10415762579,212328902,12/12/2018 18:07,12/12/2018 18:09,,,,,In the news,,,Other (please specify),None,,,,Not so likely,,I scheduled an appointment and was unable to keep my appointment . I called several times to reschedule and I always was sent straight to voicemail. Upon attempting to leave a voicemail the system would cut my message short and make me re-record only to cut it off again. My appointwas not rescheduled  or cancelled 
10413104416,212328902,12/11/2018 19:37,12/11/2018 19:38,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,"Great service, friendly, efficient, knowledgeable"
10413042239,212328902,12/11/2018 18:57,12/11/2018 18:58,,,Google,,,,,Wellness exam,,,Very likely,,,,
10406629247,212328902,12/8/2018 22:53,12/8/2018 22:53,,,,,,,St. Bernard animal shelter,Spay/Neuter,,Extremely likely,,,,,Friendly staff 
10406008902,212328902,12/8/2018 9:16,12/8/2018 9:18,,,,,,,animal shelter in terrebonne parish,Spay/Neuter,,,,Somewhat likely,,,I would have to bring my animal to your clinic personally. My husband and I were not happy with the way these animals were transported to your facility from Terrebonne Parish. 
10404925343,212328902,12/7/2018 14:36,12/7/2018 14:40,,,,,,,"I have known about the SPCA for a long time. I have adopted a pet from there, and used there vets services for years.  But it has been a while. ",Spay/Neuter,,Extremely likely,,,,,I have a up coming appointment for my other 😺. 
10402748863,212328902,12/6/2018 18:15,12/6/2018 18:18,,,,,,,My husband and i neutered my 1st cat with you,Spay/Neuter,,Extremely likely,,,,,This is my 2nd cat fixed by your facility. I'm so very pleased again for taking such great care of Hendrix. I will def be back for all my cats needs. Thank you so much
10400932002,212328902,12/6/2018 5:26,12/6/2018 5:27,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10400078171,212328902,12/5/2018 19:07,12/5/2018 19:08,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10400007514,212328902,12/5/2018 18:25,12/5/2018 18:27,,,,,In the news,,,Spay/Neuter,,Extremely likely,,,,,I appreciate the service provided to me at a very reasonable price! The staff was very helpful and friendly!!
10399091930,212328902,12/5/2018 12:20,12/5/2018 12:21,,,,,,,Other pets I had,Spay/Neuter,,Extremely likely,,,,,Only wish they gave some pain meds for her
10397431766,212328902,12/4/2018 22:40,12/4/2018 22:41,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,Awesome but wait was long 
10397162109,212328902,12/4/2018 19:30,12/4/2018 19:31,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,
10396255755,212328902,12/4/2018 12:58,12/4/2018 13:00,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,awesome experience and very reasonable prices.
10391232826,212328902,12/2/2018 18:00,12/2/2018 18:01,,,,,,,Live in community ,Wellness exam,,Extremely likely,,,,,Very satisfied 
10391014963,212328902,12/2/2018 14:05,12/2/2018 14:07,,,,,,,Previous vists,Other (please specify),Yearly shots,Extremely likely,,,,,Great Staff  AWESOME vet !!!!  Clean facilities 😁  Great price !!
10369145865,212328902,11/21/2018 18:26,11/21/2018 18:27,,,,,,From a friend,,Dental cleaning,,Extremely likely,,,,,Thank you for being available 
10369135130,212328902,11/21/2018 18:17,11/21/2018 18:18,,,,,,,At the st. Charles parish shelter ,Spay/Neuter,,Extremely likely,,,,,
10369134419,212328902,11/21/2018 18:16,11/21/2018 18:18,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thanks
10366918818,212328902,11/20/2018 19:36,11/20/2018 19:37,,,Google,Social media,,,,Spay/Neuter,,Extremely likely,,,,,Friendly staff and efficient 
10364065486,212328902,11/19/2018 16:46,11/19/2018 16:46,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,
10359703105,212328902,11/16/2018 20:20,11/16/2018 20:21,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Went well. No complaints. 
10359229971,212328902,11/16/2018 15:01,11/16/2018 15:01,,,Google,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10357376730,212328902,11/15/2018 23:40,11/15/2018 23:43,,,,,,,I knew of the spca for a long time,Spay/Neuter,,,Very likely,,,,The staff and building was very nice
10354307132,212328902,11/14/2018 20:29,11/14/2018 20:30,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,Somewhat likely,,,"I have a regular vet, but I was extremely impressed"
10354228823,212328902,11/14/2018 19:38,11/14/2018 19:39,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10353898778,212328902,11/14/2018 16:33,11/14/2018 16:37,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10352488521,212328902,11/14/2018 8:32,11/14/2018 8:33,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10351066407,212328902,11/13/2018 19:06,11/13/2018 19:07,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10349726275,212328902,11/13/2018 12:59,11/13/2018 13:00,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Feline leukemia test and shot,,Very likely,,,,
10345918201,212328902,11/12/2018 20:28,11/12/2018 20:29,,,,,,,Perusing the LA-SPCA website.,Wellness exam,,Extremely likely,,,,,
10341099165,212328902,11/11/2018 10:32,11/11/2018 10:33,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Excellent Services
10340591839,212328902,11/10/2018 21:43,11/10/2018 21:45,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,
10336187789,212328902,11/8/2018 15:11,11/8/2018 15:12,,,,,,,Have been there before,Spay/Neuter,,,Very likely,,,,
10335425079,212328902,11/8/2018 10:36,11/8/2018 10:38,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Thank you for saving the homeless animals.    
10332985230,212328902,11/7/2018 13:58,11/7/2018 13:59,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10330803123,212328902,11/6/2018 18:39,11/6/2018 18:40,,,,,,,St Charles parish animal shelter,Spay/Neuter,,Extremely likely,,,,,
10327072891,212328902,11/5/2018 12:39,11/5/2018 12:39,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Thanks for doing such a great job!
10323395976,212328902,11/3/2018 2:50,11/3/2018 2:50,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10323122742,212328902,11/2/2018 19:30,11/2/2018 20:18,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,Very nice group of people. Well organized and quick service. Thank you. 
10322863891,212328902,11/2/2018 16:45,11/2/2018 16:51,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,Everyone was nice and friendly. From the check in to the Techs to the Vet check out. 
10321828115,212328902,11/2/2018 9:18,11/2/2018 9:19,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,Wonderful service. Friendly staff. Very happy 
10321484619,212328902,11/2/2018 6:31,11/2/2018 6:33,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Thanks
10319252738,212328902,11/1/2018 9:48,11/1/2018 9:49,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Caring and efficient staff
10319136987,212328902,11/1/2018 9:09,11/1/2018 9:11,,,,,In the news,,,Spay/Neuter,,,Very likely,,,,"Location on the Westbank, Augggh!"
10316505792,212328902,10/31/2018 10:43,10/31/2018 10:44,,,,,In the news,,,Spay/Neuter,,,Very likely,,,,
10314764565,212328902,10/30/2018 18:30,10/30/2018 18:32,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,Dr. Smith was great
10311747277,212328902,10/29/2018 17:20,10/29/2018 17:21,,,,,,From a friend,,TNR,,Extremely likely,,,,,Thank you so much for making the clinic available. It is wonderful to be able to do something about pet overpopulation. Thanks!
10310315234,212328902,10/29/2018 8:34,10/29/2018 8:34,,,,,,From a friend,,Wellness exam,,Extremely likely,,,,,
10309336239,212328902,10/28/2018 18:27,10/28/2018 18:27,,,,,,From a friend,,Wellness exam,,,Very likely,,,,
10308998899,212328902,10/28/2018 11:28,10/28/2018 11:29,,Adopted from Louisiana SPCA,,,,,,TNR,,Extremely likely,,,,,Thank you very much! Your TNR program is very helpful to those of us with active feral populations. 
10308927903,212328902,10/28/2018 9:57,10/28/2018 9:58,,,,Social media,,,,Spay/Neuter,,,Very likely,,,,
10308922609,212328902,10/28/2018 9:50,10/28/2018 9:51,,,,,,From a friend,,Other (please specify),first puppy visit,Extremely likely,,,,,I had a wonderful experience! Everyone working there was so nice.
10308418451,212328902,10/27/2018 19:15,10/27/2018 19:15,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,Good service 
10308382393,212328902,10/27/2018 18:17,10/27/2018 18:20,,,,,In the news,From a friend,,Wellness exam,,Extremely likely,,,,,"I've been using the SPCA clinic for approximately ten years; I've gotten ferals fixed there as well as some kittens I took off the street. I have always been pleased that they offer a good low-cost alternative to regular vet offices for wellness, spay/neuter, shots."
10307149346,212328902,10/26/2018 23:20,10/26/2018 23:21,,,Google,,,,,TNR,,,,,Not so likely,,It was unclear what services were for a cost and which were free. 
10304483859,212328902,10/25/2018 19:06,10/25/2018 19:08,,,,,,From a friend,,Other (please specify),Suspicious spot on my dog.,Extremely likely,,,,,"Other than it takes so long to get an appointment, this place is awesome."
10304138161,212328902,10/25/2018 15:52,10/25/2018 15:53,,Adopted from Louisiana SPCA,,,,,,Heartworm treatment,,,Very likely,,,,Very good
10303942019,212328902,10/25/2018 14:29,10/25/2018 14:30,,,,,,,Previous pet,Spay/Neuter,,,Very likely,,,,Great service 
10302173111,212328902,10/25/2018 0:13,10/25/2018 0:16,,,,,,,Received a letter. Have always know whwn on Japi,Spay/Neuter,,,Very likely,,,,
10301679261,212328902,10/24/2018 18:25,10/24/2018 18:26,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,,Somewhat likely,,,Very friendly desk staff
10294888209,212328902,10/22/2018 9:01,10/22/2018 9:01,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10293043750,212328902,10/20/2018 20:48,10/20/2018 20:49,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,,Very likely,,,,
10286976206,212328902,10/17/2018 18:59,10/17/2018 19:00,,,,,,,internet search,Other (please specify),Microchip,,,Somewhat likely,,,
10284508061,212328902,10/16/2018 22:06,10/16/2018 22:07,,,,,,From a friend,,TNR,,,Very likely,,,,Everyone at the SPCA was friendly & helpful.  The cat was released into our back yard.  If he comes back I will give him some food.  Don't know if hard feelings over neutering will outweigh desire for food or not.
10278450004,212328902,10/14/2018 9:28,10/14/2018 9:31,,,,,,,Word of mouth,Spay/Neuter,,,Very likely,,,,I feel this is a much needed service for low-income families that want to help save lives of little animals and are kind-hearted.   We need more caring individuals on this Earth.   This is what I believe God's plan was for his world.  Thank you!
10277555175,212328902,10/13/2018 12:13,10/13/2018 12:17,,,,,,,I live in Algiers and am very aware of your presence.,Other (please specify),Follow up exam and vaccination ,,Very likely,,,,"I found out that Stella's rear left knee ""pops out"" and she yelps but she kicks that leg and it just pops back in again. Don't believe it is a concern at this time."
10276856712,212328902,10/12/2018 23:05,10/12/2018 23:06,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Wonderful service 
10276614455,212328902,10/12/2018 18:46,10/12/2018 18:48,,,Google,,,,,TNR,,,,Somewhat likely,,,Everyone was very nice and the TNR process was very easy.  If another porch cat shows up I’ll definitely be back.
10273042768,212328902,10/11/2018 11:44,10/11/2018 11:44,,,Google,,,,,Spay/Neuter,,Extremely likely,,,,,
10269504353,212328902,10/10/2018 7:29,10/10/2018 7:32,,,,Social media,,,,Spay/Neuter,,,,Somewhat likely,,,Friendly staff. I felt like my pet was well taken care of.
10263637488,212328902,10/7/2018 19:17,10/7/2018 19:22,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,,Very likely,,,,
10263398794,212328902,10/7/2018 14:21,10/7/2018 14:22,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Rabies booster shots,,,,,Not at all likely,"I waited 2 hours to be seen (appointment at 10am, was seen at 12pm). This was unacceptable."
10263154840,212328902,10/7/2018 9:21,10/7/2018 9:22,,,,Social media,,,,Spay/Neuter,,Extremely likely,,,,,
10262389742,212328902,10/6/2018 12:09,10/6/2018 12:11,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,All went well. Very reasonable price. Thank You.
10259121369,212328902,10/4/2018 18:44,10/4/2018 18:44,,Adopted from Louisiana SPCA,,Social media,,,,Heartworm treatment,,Extremely likely,,,,,Took the time to explain my dogs health needs
10256752991,212328902,10/3/2018 21:29,10/3/2018 21:31,,Adopted from Louisiana SPCA,,,,,,Spay/Neuter,,Extremely likely,,,,,Very Pleased.. Employees are Fantastic n Go Out Of There Way...
10256691177,212328902,10/3/2018 20:42,10/3/2018 20:43,,,,,,,SaveAnAngel 501(3)c,Spay/Neuter,,Extremely likely,,,,,Thank you as always
10252538148,212328902,10/2/2018 9:26,10/2/2018 9:32,,,,,,,From our vet (Lakeview Vet Clinic),Other (please specify),"Micro-chip, nail trim...was supposed to get neutered, couldn't do the procedure",,,,Not so likely,,"I think we'll stick to our regular vet...our kitten is Cryptorchid and you folks weren't able to do his neutering surgery.  I made a donation since you folks do wonderful work.  It's a pain to get to for us...too much CCC at rush hour :)  Keep up the great work!!  Beautiful, modern building BTW!    "
10251385765,212328902,10/1/2018 19:32,10/1/2018 19:34,,,,,,From a friend,,Other (please specify),Went in to get spay but couldn’t do it. Kitten had a temperature ,,Very likely,,,,I’ll bring in to get shots and spay when I save enough money again. 
10249051299,212328902,9/30/2018 22:09,9/30/2018 22:10,,Adopted from Louisiana SPCA,,,,,,Other (please specify),Ringworm,Extremely likely,,,,,Heidi was wonderful getting us in when they were jammed packed on a Saturday morning. 
10247975234,212328902,9/29/2018 19:07,9/29/2018 19:07,,Adopted from Louisiana SPCA,,,,,,Wellness exam,,Extremely likely,,,,,
10247074385,212328902,9/28/2018 20:44,9/28/2018 20:44,,,,Social media,,,,Wellness exam,,Extremely likely,,,,,
10246949424,212328902,9/28/2018 18:27,9/28/2018 18:28,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Vety friendly and patent people.  The cost is at a great rate for all people.   Thanks
10244504745,212328902,9/27/2018 17:06,9/27/2018 17:07,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
10241929537,212328902,9/26/2018 18:25,9/26/2018 18:25,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,"They took good care of both my cats, and they are doing great!"
10240922032,212328902,9/26/2018 11:07,9/26/2018 11:08,,Adopted from Louisiana SPCA,,,,,,Other (please specify),a shot  he had to come back for,,,Somewhat likely,,,"the services was fine , just kinda far"
10239493397,212328902,9/25/2018 21:04,9/25/2018 21:07,,,,,,From a friend,,Other (please specify),Dental consult,Extremely likely,,,,,"Overall,  I am impressed at the care my dog received and the thoroughness of the exam. The facility as a whole was very clean. Our exam room smelled overwhelmingly of urine and the chairs were dirty. It may have been from the clients before me. "
10239405997,212328902,9/25/2018 20:10,9/25/2018 20:12,,,,,,From a friend,,Spay/Neuter,,Extremely likely,,,,,Clinic should answer the phone during operational hours. 
10239256126,212328902,9/25/2018 18:39,9/25/2018 18:43,,,Google,,,,,Spay/Neuter,,,,,Not so likely,,"The check in process was smooth and efficient, however the check out process was TERRIBLE! The vet tech who brought me my dog could not answer any of my questions about how his surgery went and I did not get to meet his vet.   There was a note in my paperwork about a skin condition that the vet found while in surgery that NO ONE MENTIONED to me while I was there (I found it when I got home). I have so many questions about this but do not even know who to contact!  Once I had my dog, I had to wait very long to check out and pay because there were not enough people working the desk. I feel like staggering surgery pickups would work much better than one time, plus it would mean less kennel time for each animal. "
10238293134,212328902,9/25/2018 11:56,9/25/2018 11:57,,,,,,From a friend,,Spay/Neuter,,,Very likely,,,,
